_CustomObjectKey,ID_TITULO,ID_SERIE,ID_PLANO,DATA_SORTEIO
414399,735567,AA,"PM604 ",2018-08-04
414400,226251,AA,"PM488 ",2017-08-05
414401,226879,AA,"PM488 ",2017-08-05
414402,227700,AA,"PM488 ",2017-08-05
414403,224654,AA,"PM486 ",2017-08-05
414404,221829,AA,"PM604 ",2018-05-12
414405,336077,AA,"PM601 ",2018-05-12
414406,2878016,AA,"PU12C ",2018-05-07
414407,3047430,AA,"PU12C ",2018-08-02
414408,611408,AB,"PU36H ",2018-09-01
414409,509562,AA,"PM488 ",2018-09-01
414410,365883,AA,"PM604 ",2018-09-15
414411,372823,AA,"PM604 ",2018-09-15
414412,772958,AA,"PM604 ",2018-09-15
414413,39610,AB,"PM604 ",2018-09-15
414414,2981427,AA,"PU12C ",2018-06-26
414415,624013,AC,"PU367 ",2018-06-23
414416,289645,AA,"PM604 ",2018-10-06
414417,72617,AA,"PM24D ",2018-10-06
414418,15817,AB,"PM604 ",2018-10-06
414419,64466,AA,"PM365 ",2018-10-06
414420,734106,AA,"PU36C ",2017-09-02
414421,402724,AB,"PU36C ",2017-09-02
414422,403814,AA,"PM604 ",2018-10-27
414423,235773,AA,"PM604 ",2018-11-03
414424,527551,AA,"PM488 ",2018-11-03
414425,228286,AD,"PU367 ",2018-11-03
414426,38440,AA,"PM481 ",2017-11-04
414427,126672,AA,"PM601 ",2017-11-04
414428,321219,AA,"PM601 ",2017-11-04
414429,423504,AA,"PM601 ",2017-11-04
414430,9732,AB,"PM604 ",2018-03-10
414431,730063,AB,"PU36C ",2018-03-10
414432,419691,AA,"PM604 ",2018-03-10
414433,57415,AB,"PM604 ",2018-09-22
414434,86557,AA,"PM484 ",2018-09-22
414435,307767,AE,"PU368 ",2018-09-22
414436,30540,AA,"PM365 ",2017-08-05
414437,33762,AA,"PMC60 ",2021-04-07
414438,218357,AA,"PUB36 ",2021-05-05
414439,8714,AA,"PMA36 ",2021-05-05
414440,126466,AA,"A48PM ",2021-09-01
414441,233960,AA,"A60PM ",2021-09-01
414442,87893,AA,"PMG48 ",2021-04-07
414443,70751,AA,"PMA48 ",2021-04-07
414444,84626,AA,"PMA48 ",2021-04-07
414445,70932,AA,"PMN48 ",2021-04-07
414446,199473,AA,"A48PM ",2021-09-01
414447,222445,AA,"D60PM ",2021-09-01
414448,221032,AA,"A60PM ",2021-09-01
414449,202190,AA,"B48PM ",2021-09-01
414450,216022,AA,"A60PM ",2021-09-01
414451,214448,AA,"A48PM ",2021-09-01
414452,180576,AC,"PU36C ",2021-08-07
414453,228725,AA,"A60PM ",2021-09-01
414454,94401,AA,"PM60G ",2021-05-05
414455,258591,AA,"PM48O ",2021-08-07
414456,214140,AA,"A48PM ",2021-09-01
414457,216227,AA,"A60PM ",2021-09-01
414458,234930,AA,"A60PM ",2021-09-01
414459,223688,AA,"A60PM ",2021-09-01
414460,248143,AA,"PM48O ",2021-08-07
414461,371109,AA,"PM483 ",2021-08-07
414462,4281,AB,"A60PM ",2021-09-01
414463,206980,AA,"A48PM ",2021-09-01
414464,234211,AA,"A60PM ",2021-09-01
414465,291786,AA,"F48PM ",2021-05-05
414466,95484,AA,"PM60E ",2021-05-05
414467,48009,AA,"PMA48 ",2021-05-05
414468,360193,AA,"PM48L ",2021-08-07
414469,419292,AA,"PM48I ",2021-08-07
414470,279663,AA,"E48PM ",2021-05-05
414471,60086,AA,"PMC60 ",2021-05-05
414472,45556,AA,"PMA48 ",2021-05-05
414473,394360,AA,"PM488 ",2021-08-07
414474,215976,AA,"B48PM ",2021-09-01
414475,218657,AA,"PUA36 ",2021-05-05
414476,460929,AA,"PM48D ",2021-08-07
414477,36072,AA,"PMC60 ",2021-05-05
414478,65488,AA,"48PMK ",2021-05-05
414479,57007,AA,"PMA48 ",2021-05-05
414480,70521,AA,"PMF48 ",2021-04-07
414481,66776,AA,"PMI48 ",2021-04-07
414482,332250,AA,"A60PM ",2021-04-07
414483,413122,AA,"PM489 ",2021-08-07
414484,462265,AA,"PM489 ",2021-08-07
414485,293064,AA,"PM488 ",2021-08-07
414486,200506,AA,"A48PM ",2021-05-05
414487,67756,AA,"PMC48 ",2021-05-05
414488,360608,AA,"PM488 ",2021-08-07
414489,65751,AA,"PMD60 ",2021-05-05
414490,66711,AA,"PMO48 ",2021-05-05
414491,315909,AA,"A60PM ",2021-05-05
414492,57136,AA,"PMC60 ",2021-04-07
414493,559163,AA,"PM483 ",2021-12-04
414494,508867,AA,"PM488 ",2021-12-04
414495,95197,AA,"PM60E ",2021-05-05
414496,279129,AA,"A48PM ",2021-04-07
414497,72541,AA,"PMA48 ",2021-04-07
414498,280724,AA,"B48PM ",2021-04-07
414499,57213,AB,"PM604 ",2021-02-20
414500,41355,AA,"36PM2 ",2021-12-04
414501,2773238,AA,"PU12C ",2018-03-07
414502,55482,EE,"PM48E ",2017-08-30
414503,438441,AC,"PU368 ",2017-12-16
414504,638692,AA,"PU36H ",2018-08-04
414505,742692,AA,"PU36H ",2018-08-04
414506,461006,AA,"PM604 ",2018-08-04
414507,462064,AA,"PM601 ",2018-09-01
414508,101079,AC,"PU36C ",2018-09-01
414509,527521,AB,"PU36C ",2018-09-01
414510,272772,AA,"PM72P ",2018-09-05
414511,3132864,AA,"PU12C ",2018-09-19
414512,42287,AA,"PM604 ",2018-10-06
414513,74725,AA,"PM363 ",2018-10-06
414514,378114,AA,"PM604 ",2018-09-15
414515,798060,AA,"PM604 ",2018-09-15
414516,61763,AA,"PM484 ",2018-09-15
414517,333001,AA,"PM604 ",2018-09-15
414518,270352,AA,"PM485 ",2018-10-06
414519,295468,AA,"PM48G ",2018-10-06
414520,460541,AA,"PM604 ",2017-09-02
414521,35281,AB,"PU368 ",2017-09-02
414522,33617,AA,"PM24R ",2018-10-06
414523,144601,AA,"PM363 ",2018-10-06
414524,32879,AA,"PM481 ",2017-08-26
414525,316715,AA,"PM601 ",2017-08-26
414526,512064,AA,"PM601 ",2017-08-26
414527,78566,AC,"PU36C ",2018-05-19
414528,122878,AA,"PM36F ",2018-05-19
414529,87756,AA,"PM604 ",2018-05-19
414530,191766,AE,"PU369 ",2018-11-03
414531,652707,AA,"PU36C ",2018-11-03
414532,524068,AA,"PM483 ",2018-11-03
414533,756707,AA,"PU36C ",2018-11-03
414534,343376,AA,"PM601 ",2018-11-10
414535,17086,AA,"PM24D ",2017-11-04
414536,39889,AB,"PM60K ",2018-10-13
414537,391905,AA,"PM601 ",2018-10-13
414538,374350,AA,"PM601 ",2017-12-16
414539,95787,AA,"PM604 ",2017-12-16
414540,465360,AA,"PM60V ",2018-04-14
414541,3054928,AA,"PU12C ",2018-08-03
414542,46250,AA,"PM24D ",2017-10-07
414543,122648,AA,"PM48D ",2017-10-07
414544,36569,AB,"PU36C ",2017-10-07
414545,85285,AA,"PM363 ",2017-12-30
414546,296248,AA,"PM488 ",2018-10-06
414547,294637,AA,"PM483 ",2018-10-06
414548,301197,AA,"PM604 ",2018-10-13
414549,246664,AA,"PM483 ",2018-10-06
414550,125233,AA,"PM484 ",2017-08-26
414551,589654,AA,"PM60V ",2017-08-26
414552,788699,AA,"PM60V ",2017-08-26
414553,442053,AA,"PM488 ",2018-05-19
414554,119861,AA,"PM484 ",2018-05-19
414555,688675,AA,"PM604 ",2018-05-19
414556,122796,AA,"PM363 ",2018-05-19
414557,428173,AA,"PM601 ",2018-05-19
414558,536320,AA,"PM483 ",2018-11-03
414559,272365,AA,"PM604 ",2018-11-03
414560,29258,AA,"36PM3 ",2018-11-03
414561,550360,AA,"PM48H ",2018-11-03
414562,551599,AA,"PM48H ",2018-11-03
414563,2420742,AA,"PU12C ",2017-07-07
414564,68574,AA,"PM601 ",2017-08-05
414565,20940,AA,"PM484 ",2017-08-05
414566,47080,AA,"PM484 ",2017-08-05
414567,47287,AA,"PM364 ",2017-07-08
414568,69783,AA,"PM481 ",2017-07-08
414569,418438,AA,"PM48O ",2018-04-14
414570,225646,AA,"PM601 ",2017-10-21
414571,467808,AA,"PM601 ",2017-10-21
414572,51413,AA,"PM603 ",2017-10-21
414573,39717,AA,"PM484 ",2017-10-21
414574,64462,AA,"PM484 ",2017-10-21
414575,71894,AA,"PM363 ",2017-10-07
414576,117210,AA,"PU36C ",2017-10-07
414577,6572,AF,"PU58V ",2018-05-30
414578,83541,AA,"PM484 ",2018-08-18
414579,436897,AA,"PM604 ",2018-08-18
414580,272451,AA,"PM485 ",2018-10-06
414581,30348,AA,"PM607 ",2018-10-06
414582,85393,AA,"PM484 ",2018-10-13
414583,28318,AB,"PM604 ",2018-10-13
414584,10683,AA,"36PM2 ",2017-10-21
414585,282618,AA,"PM483 ",2017-10-21
414586,319790,AA,"PM601 ",2018-11-03
414587,414980,AA,"PM601 ",2018-11-03
414588,205558,AA,"PM604 ",2018-11-03
414589,61880,AA,"PM607 ",2018-11-03
414590,507721,AB,"PU36C ",2017-11-04
414591,542522,AB,"PU36C ",2017-11-04
414592,554523,AB,"PU36C ",2017-11-04
414593,395850,AA,"PM601 ",2017-12-16
414594,420700,AA,"PM486 ",2018-04-14
414595,253217,AA,"PM604 ",2018-04-14
414596,603669,AA,"PM604 ",2017-10-07
414597,39250,AA,"PM24D ",2017-10-07
414598,516095,AA,"PM604 ",2018-08-18
414599,288602,AA,"PM48G ",2018-10-06
414600,78576,AA,"PM363 ",2018-10-06
414601,25726,AB,"PM60V ",2018-08-25
414602,210381,AA,"PM603 ",2018-08-25
414603,144696,AC,"PU36C ",2018-08-25
414604,702975,AA,"PM604 ",2017-08-26
414605,2660495,AA,"PU12C ",2017-11-21
414606,293639,AA,"PM488 ",2017-11-04
414607,657301,AA,"PM604 ",2017-12-16
414608,94007,AA,"PM484 ",2017-12-16
414609,581171,AB,"PU36C ",2017-12-16
414610,2518191,AA,"PU12C ",2017-08-30
414611,2520297,AA,"PU12C ",2017-08-30
414612,375667,AA,"PM604 ",2017-10-21
414613,140409,AA,"PM488 ",2017-10-07
414614,258356,AA,"PM483 ",2018-10-06
414615,194095,AB,"PU36C ",2018-10-06
414616,143074,AA,"PM363 ",2018-09-29
414617,507137,AA,"PM486 ",2018-08-25
414618,129426,AD,"PU367 ",2018-08-25
414619,507741,AA,"PM488 ",2018-08-25
414620,13008,AB,"PM604 ",2017-08-26
414621,21156,AA,"PM607 ",2017-08-26
414622,272005,AA,"PM604 ",2018-05-19
414623,312894,AA,"PM604 ",2018-06-23
414624,3129380,AA,"PU12C ",2018-09-06
414625,293491,AA,"PM483 ",2017-11-04
414626,76439,AA,"PM363 ",2017-11-04
414627,684756,AA,"PU36H ",2017-11-04
414628,664692,AA,"PU36C ",2018-08-04
414629,492915,AA,"PM488 ",2018-08-04
414630,624869,AA,"PM604 ",2017-08-05
414631,750935,AA,"PM604 ",2017-08-05
414632,29098,AB,"PM604 ",2017-08-05
414633,786599,AA,"PM604 ",2017-12-16
414634,83690,AA,"PM365 ",2017-12-16
414635,42494,AA,"PM364 ",2017-12-16
414636,27949,AA,"PM484 ",2017-07-22
414637,47866,AA,"PM484 ",2017-07-22
414638,2495556,AA,"PU12C ",2017-08-18
414639,10179,AA,"PM605 ",2017-10-07
414640,145210,AA,"PU36H ",2017-10-07
414641,105043,AA,"PM489 ",2017-08-05
414642,16916,AA,"PU36C ",2017-08-05
414643,10226,AA,"PM484 ",2017-08-05
414644,64291,EE,"PM48E ",2017-07-19
414645,468273,AA,"PM488 ",2018-06-23
414646,493319,AA,"PM601 ",2018-06-23
414647,406419,AB,"PU36C ",2017-10-07
414648,627272,AA,"PM604 ",2018-08-25
414649,13030,AB,"PM604 ",2018-08-25
414650,21474,AA,"PM484 ",2018-08-25
414651,3115653,AA,"PU12C ",2018-09-05
414652,2472097,AA,"PU12C ",2017-08-03
414653,2472330,AA,"PU12C ",2017-08-03
414654,239703,AA,"PM48G ",2017-08-26
414655,240484,AA,"PM48G ",2017-08-26
414656,240804,AA,"PM488 ",2017-08-26
414657,55524,AA,"PM481 ",2018-05-19
414658,443748,AA,"PM48G ",2018-05-19
414659,496066,AA,"PM483 ",2018-08-04
414660,287225,AA,"PM604 ",2018-08-04
414661,44551,AB,"PM604 ",2017-08-05
414662,858855,AA,"PU368 ",2017-08-05
414663,581779,AB,"PU36C ",2017-12-16
414664,583672,AB,"PU36C ",2017-12-16
414665,7819,QK,"PM24P ",2018-02-14
414666,102884,AC,"PP60M ",2018-02-14
414667,388962,AA,"PM60V ",2017-07-22
414668,450847,AA,"PM60V ",2017-07-22
414669,650229,AA,"PM60V ",2017-07-22
414670,14358,AD,"PU368 ",2017-10-21
414671,74637,AA,"PM36E ",2017-10-21
414672,494904,AB,"PU36C ",2017-10-21
414673,282379,AA,"PM488 ",2017-10-21
414674,281779,AA,"PM483 ",2017-10-21
414675,39119,AB,"PU36H ",2017-10-07
414676,131946,AA,"PM488 ",2017-10-07
414677,223533,AA,"PM483 ",2017-08-05
414678,227069,AA,"PM488 ",2017-08-05
414679,5331,AA,"36PM2 ",2017-10-07
414680,121973,AA,"PM483 ",2017-10-07
414681,279092,AA,"PM488 ",2018-10-06
414682,237644,AA,"PM483 ",2017-08-26
414683,200504,ED,"PM48E ",2017-08-30
414684,5521,QK,"PM24P ",2017-08-30
414685,64353,AA,"PM481 ",2017-09-02
414686,512355,AA,"PM601 ",2018-11-03
414687,30327,AA,"PM484 ",2018-08-04
414688,432509,AB,"PU36C ",2018-08-04
414689,58248,AA,"PM364 ",2018-08-04
414690,8916,AA,"PU36C ",2017-08-05
414691,389238,AA,"PM488 ",2018-03-10
414692,238772,AA,"PM604 ",2017-07-22
414693,214097,AA,"PM604 ",2017-10-07
414694,357881,AA,"PM601 ",2017-10-07
414695,172181,AA,"PM603 ",2017-08-05
414696,739087,AA,"PM60V ",2017-07-08
414697,4250,AA,"PM24T ",2017-10-07
414698,35820,AA,"PM363 ",2017-10-07
414699,444771,AA,"PM601 ",2017-09-02
414700,5170,AA,"PM484 ",2017-09-02
414701,125864,AA,"PM484 ",2017-09-02
414702,403027,AA,"PM601 ",2018-04-28
414703,459078,AA,"PM601 ",2018-04-28
414704,2478925,AA,"PU12C ",2017-08-16
414705,123582,AA,"PM488 ",2017-10-07
414706,131164,AA,"PM488 ",2017-10-07
414707,118175,AA,"PM48D ",2017-08-05
414708,378433,AB,"PU368 ",2017-08-05
414709,2881711,AA,"PU12C ",2018-05-04
414710,574699,AA,"PM604 ",2017-07-08
414711,686477,AA,"PM604 ",2017-07-08
414712,9602,AA,"PM607 ",2017-10-07
414713,234958,AE,"PU369 ",2017-10-07
414714,2518853,AA,"PU12C ",2017-09-01
414715,2783005,AA,"PU12C ",2018-03-21
414716,341281,AA,"PM601 ",2017-07-22
414717,26891,AA,"PM606 ",2018-10-06
414718,378488,AA,"PM601 ",2018-10-20
414719,3229823,AA,"PU12C ",2018-11-05
414720,3251620,AA,"PU12C ",2018-11-08
414721,147986,AA,"PM363 ",2018-11-03
414722,521175,AA,"PM604 ",2018-11-03
414723,782692,AA,"PU36C ",2018-08-04
414724,94806,AA,"PM48G ",2017-08-05
414725,900316,AB,"PU369 ",2018-04-28
414726,53689,AA,"PM604 ",2018-04-28
414727,512823,AA,"PM604 ",2018-04-28
414728,834236,AA,"PU36C ",2018-09-01
414729,882236,AA,"PU36C ",2018-09-01
414730,25863,AB,"PU36C ",2017-10-07
414731,695686,AA,"PM604 ",2017-10-07
414732,322490,AA,"PM601 ",2018-08-18
414733,708376,AA,"PM604 ",2017-07-08
414734,787633,AA,"PM604 ",2017-07-08
414735,734733,AA,"PM604 ",2017-12-16
414736,338547,AA,"PM604 ",2017-09-02
414737,393538,AA,"PM604 ",2017-09-02
414738,539899,AA,"PM604 ",2017-09-02
414739,3085745,AA,"PU12C ",2018-08-29
414740,543997,AA,"PM488 ",2018-10-27
414741,546137,AA,"PM485 ",2018-10-27
414742,284986,AA,"PM604 ",2018-05-12
414743,550790,AA,"PM48A ",2018-11-03
414744,335926,AA,"PM601 ",2018-09-08
414745,53916,AA,"PM484 ",2018-09-08
414746,15298,AA,"PM60V ",2018-09-08
414747,206448,AA,"PM604 ",2018-09-08
414748,289115,AA,"PM483 ",2017-11-04
414749,109263,AA,"PM48G ",2017-08-05
414750,122189,AA,"PM48G ",2017-08-05
414751,108784,AA,"PM489 ",2017-08-05
414752,586594,AA,"PM604 ",2018-04-28
414753,48373,AA,"PM607 ",2018-04-28
414754,55210,AA,"PM363 ",2017-07-22
414755,310527,AB,"PU36H ",2017-07-22
414756,896236,AA,"PU36H ",2018-09-01
414757,848236,AA,"PU36H ",2018-09-01
414758,124772,AA,"PM484 ",2018-09-01
414759,113939,AA,"PM488 ",2017-10-07
414760,504230,AA,"PM488 ",2018-08-18
414761,730623,AA,"PM604 ",2018-08-18
414762,324770,AA,"PM601 ",2018-09-15
414763,254206,AB,"PU36C ",2017-07-08
414764,209320,AA,"PM48H ",2017-07-08
414765,209984,AA,"PM48H ",2017-07-08
414766,206453,AA,"PM488 ",2017-07-08
414767,504859,AA,"PM604 ",2018-10-06
414768,123341,AA,"PM363 ",2018-05-19
414769,745021,AA,"PM604 ",2017-09-02
414770,56938,AA,"PM364 ",2017-09-02
414771,265812,AA,"PU368 ",2017-09-02
414772,577220,AA,"PM604 ",2018-10-27
414773,573839,AA,"PM604 ",2018-10-27
414774,141812,AA,"PM366 ",2018-11-03
414775,552356,AA,"PM48O ",2018-11-03
414776,517787,AA,"PM488 ",2018-11-03
414777,543090,AA,"PM604 ",2018-09-08
414778,597578,AA,"PM604 ",2018-09-08
414779,760023,AA,"PM604 ",2018-09-08
414780,58773,AA,"PM364 ",2018-03-10
414781,478977,AA,"PM603 ",2018-03-10
414782,166583,AA,"PM604 ",2018-03-10
414783,501858,AA,"PM60V ",2018-03-10
414784,82921,AA,"PM484 ",2017-11-04
414785,98690,AA,"PM488 ",2017-08-05
414786,110299,AA,"PM488 ",2017-08-05
414787,428286,AA,"PM48H ",2018-04-28
414788,429278,AA,"PM488 ",2018-04-28
414789,427395,AA,"PM483 ",2018-04-28
414790,428864,AA,"PM483 ",2018-04-28
414791,418580,AA,"PM488 ",2018-04-14
414792,325197,AA,"PM601 ",2018-09-01
414793,791920,AA,"PM604 ",2018-09-01
414794,60402,AB,"PM604 ",2018-09-01
414795,131098,AA,"PM48H ",2017-10-07
414796,76484,AA,"PM484 ",2018-09-15
414797,43479,EE,"PM48E ",2017-09-20
414798,278893,AA,"PM48O ",2018-10-06
414799,144393,AA,"PM363 ",2018-10-06
414800,3170428,AA,"PU12C ",2018-10-09
414801,376891,AA,"PM601 ",2018-10-13
414802,299383,AA,"PM604 ",2018-10-20
414803,61247,AA,"PM607 ",2018-10-27
414804,470590,AA,"PM604 ",2018-10-27
414805,59492,AA,"PM607 ",2018-11-03
414806,808691,AA,"PM604 ",2018-03-10
414807,643803,AA,"PM604 ",2018-03-10
414808,480732,AA,"PM601 ",2018-03-10
414809,392356,AA,"PM483 ",2018-03-10
414810,392087,AA,"PM488 ",2018-03-10
414811,17152,AA,"PM24D ",2018-08-04
414812,228172,AA,"PM488 ",2017-08-05
414813,94946,AA,"PM486 ",2017-08-05
414814,161516,AA,"PM60V ",2018-05-12
414815,250364,AA,"PM601 ",2018-05-12
414816,138770,AA,"PM601 ",2018-04-14
414817,693155,AA,"PM604 ",2018-04-14
414818,709060,AA,"PM604 ",2018-04-14
414819,2962646,AA,"PU12C ",2018-06-19
414820,662145,AB,"PU36H ",2018-09-01
414821,32288,AA,"PM363 ",2017-10-07
414822,133463,AA,"PU481 ",2017-10-07
414823,516619,AA,"PM604 ",2017-10-07
414824,272914,AA,"PM483 ",2017-10-07
414825,25736,AA,"PM605 ",2017-10-07
414826,750739,AA,"PM604 ",2018-06-23
414827,468577,AA,"PM488 ",2018-06-23
414828,271456,AB,"PU36C ",2018-10-06
414829,170600,AB,"PU36C ",2018-10-06
414830,75499,AA,"PM363 ",2018-10-06
414831,88704,AA,"PM484 ",2018-10-20
414832,760689,AA,"PM604 ",2018-10-20
414833,716106,AA,"PU36C ",2017-09-02
414834,400209,AB,"PU36C ",2017-09-02
414835,435885,AB,"PU36C ",2017-09-02
414836,144000,AA,"PM368 ",2018-11-03
414837,45270,AA,"PM481 ",2017-11-04
414838,67937,AA,"PM481 ",2017-11-04
414839,54703,AA,"PM601 ",2017-11-04
414840,319839,AA,"PM601 ",2017-11-04
414841,294878,AA,"PM603 ",2017-11-04
414842,283296,AA,"PM604 ",2018-03-10
414843,120235,AA,"PM485 ",2017-08-05
414844,98607,AA,"PM483 ",2017-08-05
414845,109333,AA,"PM483 ",2017-08-05
414846,580729,AA,"PM604 ",2018-05-12
414847,72038,AC,"PU36C ",2018-05-12
414848,741670,AA,"PM604 ",2018-05-12
414849,420160,AA,"PM601 ",2018-08-04
414850,51152,AA,"PM24D ",2018-08-04
414851,830236,AA,"PU36H ",2018-09-01
414852,13226,AA,"PM24R ",2018-09-01
414853,110615,AA,"PM488 ",2017-10-07
414854,367106,AA,"PM604 ",2017-10-07
414855,45931,AB,"PM604 ",2018-09-15
414856,58689,AA,"PM607 ",2021-02-06
414857,520352,AA,"PM48O ",2021-02-06
414858,521604,AA,"PM483 ",2021-02-06
414859,118262,AA,"PM484 ",2018-06-23
414860,238873,AA,"PM604 ",2018-06-23
414861,533241,AA,"PM488 ",2018-10-06
414862,293009,AA,"PM48O ",2018-10-06
414863,248391,AA,"PM488 ",2018-10-06
414864,294975,AA,"PM483 ",2018-10-06
414865,455634,AA,"PM601 ",2018-10-20
414866,21565,AA,"PM606 ",2017-09-02
414867,61171,AA,"PM607 ",2018-10-27
414868,3258512,AA,"PU12C ",2018-11-13
414869,549809,AA,"PM48H ",2018-11-03
414870,60363,AA,"PM607 ",2018-11-03
414871,28746,AA,"36PM2 ",2018-11-03
414872,548906,AA,"PM483 ",2018-11-03
414873,29633,AA,"36PM2 ",2018-11-03
414874,205592,AA,"PM604 ",2019-09-14
414875,212434,AA,"PM604 ",2019-09-14
414876,31048,AB,"PM604 ",2018-09-22
414877,228561,AA,"PM483 ",2017-08-05
414878,751877,AA,"PM604 ",2018-05-12
414879,441636,AA,"PM60V ",2018-05-12
414880,170870,AA,"PM604 ",2018-05-12
414881,105062,AA,"PM601 ",2018-04-21
414882,136419,AA,"PM601 ",2018-04-21
414883,239174,AA,"PM601 ",2018-04-21
414884,586824,AA,"PM60K ",2018-04-21
414885,41312,AA,"PM484 ",2018-04-21
414886,288397,AA,"PM601 ",2018-01-27
414887,50252,AA,"PM484 ",2018-01-27
414888,241022,AA,"PM603 ",2018-06-09
414889,35773,AA,"PM484 ",2018-07-28
414890,654571,AA,"PM604 ",2018-07-28
414891,738782,AA,"PM604 ",2020-07-11
414892,468125,AA,"PM604 ",2018-04-21
414893,476794,AA,"PM604 ",2018-04-21
414894,549914,AB,"PU36C ",2018-03-03
414895,607112,AB,"PU36C ",2018-03-03
414896,365202,AA,"PM483 ",2018-02-17
414897,24206,AA,"PM601 ",2018-02-17
